ARTICOLO, LIST PRICE  
FR 2192-D,21.73
FR 2192-D1,21.73
FR 2192-D1A,21.73
FR 2192-D1M1,21.53
FR 2192-D1M2,21.53
FR 2192-D2,24.18
FR 2192-D2M1,23.98
FR 2192-D2M2,23.98
FR 2192-D3,24.88
FR 2192-D3M2,24.68
FR 2192-D5,22.05
FR 2192-D6,22.04
FR 2192-D7,24.43
FR 2192-E3D1,22.08
FR 2192-K40,35.82
FR 2192-M1,20.38
FR 2192-M2,20.38
FR 2192-M2K40,35.62
FR 2193,19.62
FR 2193-A,19.62
FR 2193-D,20.77
FR 2193-D1,20.77
FR 2193-D10XM2,21.94
FR 2193-D11,22.81
FR 2193-D11M2,22.61
FR 2193-D1K21,21.46
FR 2193-D1M1,20.57
FR 2193-D1M2,20.57
FR 2193-D2,23.22
FR 2193-D3,23.92
FR 2193-D3M2,23.72
FR 2193-D5,21.09
FR 2193-D5M1,20.89
FR 2193-D6,21.08
FR 2193-D7,23.47
FR 2193-D7K21,24.16
FR 2193-D7M2,23.27
FR 2193-D8,24.45
FR 2193-D8M2,24.25
FR 2193-D8XM2,24.83
FR 2193-E3,19.97
FR 2193-E3D1,21.12
FR 2193-E3D7,23.82
FR 2193-E3D8,24.8
FR 2193-E3K21,20.66
FR 2193-E3M2,19.77
FR 2193-K21,20.31
FR 2193-K40,34.86
FR 2193-M1,19.42
FR 2193-M2,19.42
FR 2193-M2K40,34.66
FR 2193-M2K45,30.83
FR 2196,22.04
FR 2196-K40,37.28
FR 2196-L5,22.04
FR 2196-L6,22.04
FR 2196-L9,22.28
FR 2196-L9M2,22.08
FR 2196-M1,21.84
FR 2196-M2,21.84
FR 2196-M2K20,22.54
FR 2196-M2K40,37.08
FR 2196-M2K45,33.25
FR 2196-X,25.02
FR 21A1,12.14
FR 21A1-K40,27.38
FR 21A1-M2,11.94
FR 21A1-M2K40,27.18
FR 21A2,13.01
FR 21A2-M2,12.81
FR 21A4,12.83
FR 21A4-M2,12.63
FR 21A5,13.01
FR 21A5-M2,12.81
FR 21A7,13.42
FR 21A7-M2,13.22
FR 21C1,20.32
FR 21C1-M2,20.12
FR 21C2,20.32
FR 21C2-A,20.32
FR 21C2-M2,20.12
FR 21C3,20.32
FR 21C3-M2,20.12
FR 21C4,20.32
FR 21C4-M2,20.12
FR 21C5,20.32
FR 21C5-M2,20.12
FR 21E2-M2,18.94
FR 220,15.47
FR 2201,12.12
FR 2201-M1,11.92
FR 2201-M2,11.92
FR 2201-W3,14.29
FR 2201-W3M2,14.09
FR 2202,13.01
FR 2202-A,13.01
FR 2202-K21,13.7
FR 2202-M2,12.81
FR 2202-W3M2,14.98
FR 2202-XM3R23,14.61
FR 2205,13.01
FR 2205-A,13.01
FR 2205-M2,12.81
FR 2205-W3M2,14.99
FR 2207,13.42
FR 2207-M1,13.22
FR 2207-M2,13.22
FR 2207-W3M2,15.39
FR 2208,12.71
FR 2208-M2,12.51
FR 220-M2,15.27
FR 220-XM2,16.45
FR 221,15.5
FR 2210,14.03
FR 2210-M2,13.83
FR 2212,13.94
FR 2212-M2,13.74
FR 2213,14.85
FR 2213-M2,14.65
FR 2214,12.53
FR 2214-M2,12.33
FR 2215,13.23
FR 2215-M2,13.03
FR 2215-M2R28,13.62
FR 2215-W3M2,15.21
FR 2215-XM2R28,14.21
FR 2216,13.91
FR 2216-M2,13.71
FR 2217,14.6
FR 2217-M2,14.4
FR 221-K11,16.02
FR 221-K21,16.19
FR 221-M2,15.3
FR 2220,13.48
FR 2220-M2,13.28
FR 2221,13.51
FR 2221-M2,13.31
FR 2222-M2,14.06
FR 2225,14.33
FR 2225-M2,14.13
FR 222-M2,16.05
FR 2230,13.95
FR 2230-K40,29.19
FR 2230-M1,13.75
FR 2230-M2,13.75
FR 2230-M2K40,28.99
FR 2230-W3,18.77
FR 2230-W3M2,18.57
FR 2231,14.24
FR 2231-M2,14.04
FR 2231-W3,19.06
FR 2231-W3M2,18.86
FR 2233,14.78
FR 2233-M2,14.58
FR 2234,15.27
FR 2234-M2,15.07
FR 2238,13.14
FR 2238-M2,12.94
FR 2238-W3,17.96
FR 2238-W3M2,17.76
FR 225,16.32
FR 2250,14.77
FR 2250-M2,14.57
FR 2251,14.43
FR 2251-M2,14.23
FR 2251-W3M2,19.05
FR 2252,14.43
FR 2252-M2,14.23
FR 2252-M2R26,15.34
FR 2252-W3M2,19.05
FR 2253-E0M2V9,19.11
FR 2253-E0V9,19.31
FR 2254,14.43
FR 2254-M2,14.23
FR 2254-M2R24,15.2
FR 2254-M2R26,15.35
FR 2254-W3M2,19.05
FR 2255,14.77
FR 2255-M2,14.57
FR 2255-M2R26,15.68
FR 2255-M2R27,16.22
FR 2255-V9,15.02
FR 2256,15.01
FR 2256-M2,14.81
FR 2256-M2R27,16.52
FR 2256-W3,19.83
FR 2256-W3M2,19.63
FR 2256-W3M2R26,20.8
FR 2257,14.43
FR 2257-M2,14.23
FR 2257-T6,14.85
FR 2257-W3M2,19.05
FR 225-M2,16.12
FR 225-M3,16.46
FR 2269,14.79
FR 2269-M2,14.59
FR 2276,16.36
FR 2276-M2,16.16
FR 2292,20.58
FR 2292-A,20.58
FR 2292-D,21.73
FR 2292-D1,21.73
FR 2292-D1M2K40,36.77
FR 2292-D2,24.18
FR 2292-D2A,24.18
FR 2292-D3,24.88
FR 2292-D5,22.05
FR 2292-D6,22.04
FR 2292-D7,24.43
FR 2292-DK40,36.97
FR 2292-DM2K40,36.77
FR 2292-M2,20.38
FR 2293,19.62
FR 2293-D,20.77
FR 2293-D1,20.77
FR 2293-D10,21.56
FR 2293-D10M2,21.36
FR 2293-D11,22.81
FR 2293-D1K21,21.46
FR 2293-D1M1,20.57
FR 2293-D1M2,20.57
FR 2293-D2,23.22
FR 2293-D5,21.09
FR 2293-D5A,21.09
FR 2293-D5M1K24,21.57
FR 2293-D7,23.47
FR 2293-D8,24.45
FR 2293-D8XM2,24.83
FR 2293-E3,19.97
FR 2293-E3D1M1,20.92
FR 2293-E3D1M2,20.92
FR 2293-E3D1XA,21.35
FR 2293-E3D1XK21,22.39
FR 2293-E3D1XM1,21.5
FR 2293-E3D1XM2,21.5
FR 2293-E3K21,20.66
FR 2293-M1,19.42
FR 2293-M2,19.42
FR 2293-T6,20.04
FR 2296,22.04
FR 2296-K21,22.73
FR 2296-L9,22.28
FR 2296-M2,21.84
FR 2296-M2K45,33.25
FR 2296-X,25.02
FR 2296-XA,25.02
FR 2296-XAK22,25.7
FR 22A1,12.14
FR 22A1-M1,11.94
FR 22A1-M2,11.94
FR 22A2,13.01
FR 22A2-M1,12.81
FR 22A2-M2,12.81
FR 22A4,12.83
FR 22A4-M2,12.63
FR 22A5,13.01
FR 22A5-M2,12.81
FR 22A7,13.42
FR 22A7-M2,13.22
FR 22C1,20.32
FR 22C1-M2,20.12
FR 22C2,20.32
FR 22C2-K21,21.01
FR 22C2-M2,20.12
FR 22C3,20.32
FR 22C3-M2,20.12
FR 22C4,20.32
FR 22C4-M2,20.12
FR 22C5,20.32
FR 22C5-M2,20.12
FR 22E2-M2,18.94
FR 230,15.94
FR 230-K21,16.63
FR 230-M1,15.74
FR 230-M2,15.74
FR 230-W3M2,20.56
FR 230-XM2V38,16.91
FR 230-XV38,17.11
FR 231,16.23
FR 231-M2,16.03
FR 231-M2R19,16.55
FR 231-M2R24,17
FR 231-M3,16.37
FR 231-R23,16.92
FR 231-R24,17.2
FR 231-W3M2,20.85
FR 231-XM2V38,17.87
FR 231-XV38,18.07
FR 233,16.77
FR 233-M2,16.57
FR 234,17.26
FR 234-M2,17.06
FR 238,15.13
FR 238-M1,14.93
FR 238-M1T6,15.35
FR 238-M2,14.93
FR 238-W3,19.95
FR 238-W3M2,19.75
FR 238-X,15.91
FR 250,16.76
FR 250-A,16.76
FR 250-L22M2,16.86
FR 250-L252M2,16.85
FR 250-L25M2,16.71
FR 250-M2,16.56
FR 251,16.42
FR 251-M2,16.22
FR 251-R5,17.83
FR 251-W3,21.24
FR 251-W3M2,21.04
FR 251-XM2V38,17.97
FR 251-XV38,18.17
FR 252,16.42
FR 252-M2,16.22
FR 252-M2T6,16.64
FR 252-W3M2,21.04
FR 253-E0,21.05
FR 254,16.42
FR 254-M1,16.22
FR 254-M2,16.22
FR 254-M2R26,17.34
FR 254-W3M2,21.04
FR 254-XM2V38,17.97
FR 254-XV38,18.17
FR 255,16.76
FR 255-M2,16.56
FR 255-M2K45,27.97
FR 255-M2R26,17.67
FR 255-M2R27,18.21
FR 256,17
FR 256-M2,16.8
FR 256-W3M2,21.62
FR 256-XM2V38,18.57
FR 256-XV38,18.77
FR 257,16.42
FR 257-M2,16.22
FR 257-W3M2,21.04
FR 269,16.78
FR 269-M2,16.58
FR 269-M2K40,31.82
FR 269-M2K45,27.99
FR 269-M3,16.92
FR 273-M2,26.42
FR 276,18.35
FR 276-M2,18.15
FR 2A2,15
FR 2A2-M2,14.8
FR 2A4,14.82
FR 2A4-M2,14.62
FR 2A5-M2,14.8
FR 2A7,15.41
FR 2A7-M2,15.21
FR 301,9.54
FR 301-A,9.54
FR 302,10.43
FR 305-A,10.43
FR 315-A,10.65
FR 3301-M1,9.62
FR 331,11.66
FR 331-M2,11.46
FR 333,12.2
FR 333-M1,12
FR 3392,18.28
FR 3392-D,19.43
FR 3392-D1,19.43
FR 3392-D2,21.88
FR 3392-D3,22.58
FR 3392-D5,19.75
FR 3392-D6,19.74
FR 3392-D7,22.13
FR 3393,17.32
FR 3393-D10X,19.84
FR 3393-D11,20.51
FR 3393-D2,20.92
FR 3393-D8,22.15
FR 3393-E3,17.67
FR 3393-E3D1,18.82
FR 3393-E3M1,17.47
FR 3393-M2,17.12
FR 3393-X,17.9
FR 3396,19.74
FR 3396-M2,19.54
FR 33A4,10.53
FR 33C1,18.02
FR 33C1-M2,17.82
FR 33C2,18.02
FR 33C2-M2,17.82
FR 33C3,18.02
FR 33C3-M2,17.82
FR 33C4,18.02
FR 33C4-M2,17.82
FR 33C5,18.02
FR 33C5-M2,17.82
FR 3401,10.63
FR 3402-K60,20.98
FR 3402-K70,17.28
FR 3415,11.74
FR 3415-M2V9,11.79
FR 3430-R8,12.57
FR 3438,11.65
FR 3452,12.94
FR 3454,12.94
FR 3454-M2,12.74
FR 3492,19.09
FR 3492-D,20.24
FR 3492-D1,20.24
FR 3492-D2,22.69
FR 3492-D2K70,28.45
FR 3492-D3,23.39
FR 3492-D3K70,29.15
FR 3492-D5,20.56
FR 3492-D6,20.55
FR 3492-D7,22.94
FR 3493,18.13
FR 3493-D1,19.28
FR 3493-D10,20.07
FR 3493-D11,21.32
FR 3493-D1K21,19.97
FR 3493-D2M1,21.53
FR 3493-D3,22.43
FR 3493-D7K25,22.73
FR 3493-D8,22.96
FR 3493-E3XM2,18.86
FR 3493-K21,18.82
FR 3493-K25,18.88
FR 3493-M1,17.93
FR 3493-M2,17.93
FR 3493-M2K60,27.39
FR 3496,20.55
FR 3496-M1,20.35
FR 3496-M2,20.35
FR 34A1-M2,10.45
FR 34A4,11.34
FR 34C1,18.83
FR 34C1-M2,18.63
FR 34C2,18.83
FR 34C2-M2,18.63
FR 34C3,18.83
FR 34C3-M2,18.63
FR 34C4,18.83
FR 34C4-M2,18.63
FR 34C5,18.83
FR 34C5-M2,18.63
FR 350,12.19
FR 350-A,12.19
FR 350-E0,12.27
FR 350-L21K21,13.58
FR 350-M1,11.99
FR 350-M2,11.99
FR 351,11.85
FR 352,11.85
FR 352-A,11.85
FR 353-E0,16.48
FR 355,12.19
FR 355-K25,12.94
FR 355-K70,17.95
FR 356,12.43
FR 356-XV38,14.2
FR 3701-W3M2,10.28
FR 3754-M2,10.42
FR 376-M2,13.58
FR 3793-D1M2,16.76
FR 3793-M2,15.61
FR 37F1-M1,10.25
FR 37F1-M2,10.25
FR 38B1-D30,15.06
FR 38B1-D30K29,15.76
FR 38B1-D30M1,14.86
FR 38B1-D30M2,14.86
FR 38B1-M2,11.87
FR 39B1-D30,15.92
FR 39B1-D30M2,15.72
FR 3A4,10.25
FR 501,8.7
FR 501-A,8.7
FR 501-K11,9.22
FR 501-K15,9.28
FR 501-K21,9.39
FR 501-K25,9.45
FR 501-K70,14.46
FR 501-M1,8.5
FR 501-M2,8.5
FR 501-M2K23,9.19
FR 501-M2T6,8.92
FR 501-M2T6V9,9.17
FR 501-M3,8.84
FR 501-T6,9.12
FR 501-V9,8.95
FR 501-W3,10.87
FR 501-W3M2,10.67
FR 501-X,10.23
FR 501-XA,10.23
FR 501-XK25,10.98
FR 501-XK70,15.99
FR 501-XM2,10.03
FR 502,9.59
FR 502-A,9.59
FR 502-AK26,10.32
FR 502-E20,9.7
FR 502-E20M2R23,10.08
FR 502-K21,10.28
FR 502-K25,10.34
FR 502-K60,19.05
FR 502-K70,15.35
FR 502-M1,9.39
FR 502-M1K24,10.07
FR 502-M2,9.39
FR 502-M2K23,10.08
FR 502-M2K300,9.77
FR 502-M2R23,9.97
FR 502-M2T6,9.81
FR 502-M3,9.73
FR 502-R23,10.17
FR 502-T6,10.01
FR 502-W3,11.76
FR 502-W3K70,17.52
FR 502-W3M2,11.56
FR 502-X,10.46
FR 502-XAR23,11.05
FR 502-XM1,10.26
FR 502-XM2,10.26
FR 502-XM2R23,10.85
FR 502-XM2R23T6,11.27
FR 502-XT6,10.88
FR 505,9.59
FR 505-A,9.59
FR 505-K21,10.28
FR 505-K70,15.35
FR 505-M1,9.39
FR 505-M2,9.39
FR 505-M2K300,9.77
FR 505-M2R23,9.97
FR 505-W3M2,11.57
FR 505-X,10.46
FR 505-XAR23,11.05
FR 505-XM2,10.26
FR 507,10
FR 507-K21,10.69
FR 507-K70,15.76
FR 507-M1,9.8
FR 507-M2,9.8
FR 507-W3,12.17
FR 507-X,11.08
FR 507-XM2,10.88
FR 508,9.29
FR 508-A,9.29
FR 508-K21,9.98
FR 508-K70,15.05
FR 508-M1,9.09
FR 508-M2,9.09
FR 508-M2K17,9.66
FR 508-M2T6,9.51
FR 508-M3,9.43
FR 510,10.61
FR 510-K70,16.37
FR 510-M2,10.41
FR 510-M2K27,11.15
FR 512,10.52
FR 512-M1,10.32
FR 512-M2,10.32
FR 513,11.43
FR 513-A,11.43
FR 513-M1,11.23
FR 513-M2,11.23
FR 514,9.11
FR 514-A,9.11
FR 514-K21,9.8
FR 514-M1,8.91
FR 514-M2,8.91
FR 515,9.81
FR 515-A,9.81
FR 515-AK22,10.49
FR 515-AK26,10.54
FR 515-AR28,10.4
FR 515-AV9,10.06
FR 515-E20M2,9.72
FR 515-E20M2V9,9.97
FR 515-K11,10.33
FR 515-K15,10.39
FR 515-K21,10.5
FR 515-K21V9,10.75
FR 515-K25,10.56
FR 515-K25V9,10.81
FR 515-K60,19.27
FR 515-K70,15.57
FR 515-M1,9.61
FR 515-M1R28,10.2
FR 515-M2,9.61
FR 515-M2K17,10.18
FR 515-M2K20,10.31
FR 515-M2K23,10.3
FR 515-M2K300,9.99
FR 515-M2K305,10
FR 515-M2P11,12.3
FR 515-M2R12,9.68
FR 515-M2R28,10.2
FR 515-M2R28V9,10.45
FR 515-M2R30,10.98
FR 515-M2R30V9,11.23
FR 515-M2T6,10.03
FR 515-M2V9,9.86
FR 515-M3,9.95
FR 515-R12,9.88
FR 515-R28,10.4
FR 515-T6,10.23
FR 515-V9,10.06
FR 515-W3,11.99
FR 515-W3M1,11.79
FR 515-W3M2,11.79
FR 515-W3M2R28,12.38
FR 515-X,10.41
FR 515-XA,10.41
FR 515-XAR28,10.99
FR 515-XE20M2,10.32
FR 515-XE20M2V9,10.57
FR 515-XM2,10.21
FR 515-XM2T6,10.63
FR 515-XR28,10.99
FR 515-XR28T6,11.41
FR 516,10.49
FR 516-K21,11.18
FR 516-K70,16.25
FR 516-M1,10.29
FR 516-M2,10.29
FR 517,11.18
FR 517-K70,16.94
FR 517-M1,10.98
FR 517-M2,10.98
FR 517-R30,12.55
FR 517-T6,11.6
FR 520,10.06
FR 520-A,10.06
FR 520-K21,10.75
FR 520-K25,10.81
FR 520-K60,19.52
FR 520-K70,15.82
FR 520-K70T6,16.24
FR 520-M1,9.86
FR 520-M2,9.86
FR 520-M2T6,10.28
FR 520-T6,10.48
FR 520-X,11.24
FR 520-XM2,11.04
FR 521,10.09
FR 521-A,10.09
FR 521-AT6,10.51
FR 521-K11,10.61
FR 521-K21,10.78
FR 521-K25,10.84
FR 521-K400,10.6
FR 521-K60,19.55
FR 521-K70,15.85
FR 521-M1,9.89
FR 521-M2,9.89
FR 521-T6,10.51
FR 521-X,11.21
FR 521-XM2,11.01
FR 525,10.91
FR 525-A,10.91
FR 525-K21,11.6
FR 525-K25,11.66
FR 525-K25T6,12.08
FR 525-K60,20.37
FR 525-K70,16.67
FR 525-M1,10.71
FR 525-M2,10.71
FR 525-M2K34,11.47
FR 525-M2T6,11.13
FR 525-T6,11.33
FR 525-X,12.47
FR 525-XM2,12.27
FR 530,10.53
FR 530-A,10.53
FR 530-AT6,10.95
FR 530-K11V9,11.3
FR 530-K15,11.11
FR 530-K15V9,11.36
FR 530-K21,11.22
FR 530-K60,19.99
FR 530-K70,16.29
FR 530-K70T6V9,16.96
FR 530-K70V9,16.54
FR 530-M1,10.33
FR 530-M2,10.33
FR 530-M2K10,10.87
FR 530-M2K17V9,11.15
FR 530-M2K300,10.71
FR 530-M2K70,16.09
FR 530-M2R8V9,10.69
FR 530-M3,10.67
FR 530-R24,11.5
FR 530-T6,10.95
FR 530-V9,10.78
FR 530-W3,15.35
FR 530-W3M2,15.15
FR 530-XAR24V38,12.86
FR 530-XM2V38,11.5
FR 530-XR24V38,12.86
FR 530-XV38,11.7
FR 531,10.82
FR 531-A,10.82
FR 531-AT6,11.24
FR 531-K11,11.34
FR 531-K21,11.51
FR 531-K25,11.57
FR 531-K60,20.28
FR 531-K70,16.58
FR 531-K78,16.58
FR 531-M1,10.62
FR 531-M1R24,11.59
FR 531-M2,10.62
FR 531-M2K300,11
FR 531-M2R19,11.14
FR 531-M2R23,11.31
FR 531-M2R24,11.59
FR 531-M2T6,11.04
FR 531-M2V9,10.87
FR 531-M3,10.96
FR 531-R18,10.9
FR 531-R19,11.34
FR 531-R24,11.79
FR 531-R5,12.22
FR 531-T6,11.24
FR 531-V9,11.07
FR 531-W3,15.64
FR 531-W3M1,15.44
FR 531-XK25V38,13.41
FR 531-XM2V38,12.46
FR 531-XM2V38T6,12.88
FR 531-XR24V38,13.63
FR 531-XV38,12.66
FR 533,11.36
FR 533-A,11.36
FR 533-E0K70V9,17.45
FR 533-E0M2V9,11.49
FR 533-K70,17.12
FR 533-M1,11.16
FR 533-M2,11.16
FR 534,11.85
FR 534-K70,17.61
FR 534-M1,11.65
FR 534-M2,11.65
FR 534-M2T6,12.07
FR 538,9.72
FR 538-A,9.72
FR 538-E0,9.8
FR 538-E0V9,10.05
FR 538-E6,9.88
FR 538-K11,10.24
FR 538-K15,10.3
FR 538-K15V9,10.55
FR 538-K70,15.48
FR 538-M1,9.52
FR 538-M2,9.52
FR 538-M2K23,10.21
FR 538-M2P11,12.21
FR 538-W3,14.54
FR 538-X,10.5
FR 538-XA,10.5
FR 538-XM2,10.08
FR 550,11.35
FR 550-K70,17.11
FR 550-L21K21,12.74
FR 550-L21M2,11.85
FR 550-L23,11.66
FR 550-L24,11.82
FR 550-M1,11.15
FR 550-M2,11.15
FR 550-M2T6,11.57
FR 550-M3,11.49
FR 550-T6,11.77
FR 551,11.01
FR 551-A,11.01
FR 551-AK22,11.69
FR 551-AR24,11.98
FR 551-K21T6,12.12
FR 551-K25,11.76
FR 551-K60,20.47
FR 551-K70,16.77
FR 551-M1,10.81
FR 551-M2,10.81
FR 551-M2R24,11.78
FR 551-M2R26,11.92
FR 551-M2T6,11.23
FR 551-R21,11.8
FR 551-R24,11.98
FR 551-T6,11.43
FR 551-V9,11.26
FR 551-XM2V38,12.56
FR 551-XR24V38,13.73
FR 551-XV38,12.76
FR 552,11.01
FR 552-A,11.01
FR 552-K21,11.7
FR 552-K25,11.76
FR 552-K70,16.77
FR 552-M1,10.81
FR 552-M1R24,11.78
FR 552-M2,10.81
FR 552-M2R24,11.78
FR 552-M2R26,11.92
FR 552-M2R41,13.54
FR 552-M2T6,11.23
FR 552-M3,11.15
FR 552-R26,12.12
FR 552-R6,17.87
FR 552-T6,11.43
FR 553-E0AV9,15.89
FR 553-E0K70V9,21.9
FR 553-E0M1K24V9,16.37
FR 553-E0M1V9,15.69
FR 553-E0M2V9,15.69
FR 553-E0M2V9T6,16.11
FR 553-E0V9,15.89
FR 554,11.01
FR 554-A,11.01
FR 554-AR26,12.13
FR 554-K21,11.7
FR 554-K60,20.47
FR 554-K70,16.77
FR 554-M1,10.81
FR 554-M1R26,11.93
FR 554-M2,10.81
FR 554-M2K23,11.5
FR 554-M2R24,11.78
FR 554-M2R25,11.09
FR 554-M2R26,11.93
FR 554-M2R5,12.23
FR 554-R26,12.13
FR 554-R5,12.43
FR 554-W3M1R26,16.75
FR 554-XM2V38,12.56
FR 554-XR24V38,13.73
FR 554-XV38,12.76
FR 555,11.35
FR 555-A,11.35
FR 555-AR24,12.32
FR 555-AR25,11.57
FR 555-AR26,12.46
FR 555-AR27,13
FR 555-E0,11.43
FR 555-E0M2V9,11.48
FR 555-E6,11.51
FR 555-E6M2R27,12.96
FR 555-K21,12.04
FR 555-K25,12.1
FR 555-K70,17.11
FR 555-K70T6V9,17.78
FR 555-K70V9,17.36
FR 555-M1,11.15
FR 555-M1R24,12.12
FR 555-M1R26,12.26
FR 555-M1R27,12.8
FR 555-M2,11.15
FR 555-M2K20,11.85
FR 555-M2K23,11.84
FR 555-M2K70,16.91
FR 555-M2R19,11.67
FR 555-M2R23,12.07
FR 555-M2R24,12.12
FR 555-M2R25,11.37
FR 555-M2R26,12.26
FR 555-M2R27,12.8
FR 555-M2R5,12.56
FR 555-M2T6,11.57
FR 555-M3R26,12.6
FR 555-R21,12.14
FR 555-R24,12.32
FR 555-R25,11.57
FR 555-R26,12.46
FR 555-R27,13
FR 555-R5,12.76
FR 555-T6,11.77
FR 555-V9,11.6
FR 555-W3M2R24,16.94
FR 555-W3M2R26,17.08
FR 556,11.59
FR 556-A,11.59
FR 556-AK33,12.27
FR 556-AR26,12.76
FR 556-K21,12.28
FR 556-K25,12.34
FR 556-K70,17.35
FR 556-K70R5T6,19.18
FR 556-M1,11.39
FR 556-M2,11.39
FR 556-M2R24,12.37
FR 556-M2R25,11.61
FR 556-M2R26,12.56
FR 556-M2R27,13.1
FR 556-M2R5,12.8
FR 556-M2T6,11.81
FR 556-M3R26,12.9
FR 556-R23,12.03
FR 556-R24,12.57
FR 556-R25,11.81
FR 556-R26,12.76
FR 556-R7,11.73
FR 556-V9,11.84
FR 556-W3M2,16.21
FR 556-XM1R24V38,14.13
FR 556-XM2R23V38,13.92
FR 556-XM2R24V38,14.13
FR 556-XM2V38,13.16
FR 556-XR24V38,14.33
FR 556-XV38,13.36
FR 557,11.01
FR 557-K70,16.77
FR 557-M1,10.81
FR 557-M2,10.81
FR 557-M2R26,11.92
FR 557-M3,11.15
FR 569,11.37
FR 569-A,11.37
FR 569-K21,12.06
FR 569-K60,20.83
FR 569-K70,17.13
FR 569-L35,11.9
FR 569-M1,11.17
FR 569-M2,11.17
FR 573,21.21
FR 573-E38M2,21.03
FR 573-K25,21.96
FR 573-K70,26.97
FR 573-M2,21.01
FR 576,12.94
FR 576-A,12.94
FR 576-E8M2,12.92
FR 576-K21,13.63
FR 576-K70,18.7
FR 576-M1,12.74
FR 576-M2,12.74
FR 576-M2K10,13.28
FR 576-M2K70,18.5
FR 576-M2T6,13.16
FR 576-T6,13.36
FR 592,17.16
FR 592-D1,18.31
FR 592-D2,20.76
FR 592-D2M2,20.56
FR 592-D3,21.46
FR 592-D7,21.01
FR 592-DK21,19
FR 592-DM2,18.11
FR 592-K70,22.92
FR 592-M2,16.96
FR 593,16.2
FR 593-A,16.2
FR 593-D1,17.35
FR 593-D10,18.14
FR 593-D10M2,17.94
FR 593-D11,19.39
FR 593-D11M2,19.19
FR 593-D1A,17.35
FR 593-D1K21,18.04
FR 593-D1K70,23.11
FR 593-D1M1,17.15
FR 593-D1M2,17.15
FR 593-D1X,17.93
FR 593-D1XK21,18.62
FR 593-D2,19.8
FR 593-D2K21,20.49
FR 593-D2M2,19.6
FR 593-D2XK21,21.07
FR 593-D2XM1,20.18
FR 593-D3M2,20.3
FR 593-D5K21,18.36
FR 593-D5K70,23.43
FR 593-D5M2,17.47
FR 593-D6,17.66
FR 593-D6K21,18.35
FR 593-D6K70,23.42
FR 593-D6M2,17.46
FR 593-D7,20.05
FR 593-D7K21,20.74
FR 593-D7M2,19.85
FR 593-D8,21.03
FR 593-D8M2,20.83
FR 593-DM1,17.15
FR 593-DM2,17.15
FR 593-E3,16.55
FR 593-E3D,17.7
FR 593-E3D1,17.7
FR 593-E3D10M2,18.29
FR 593-E3D1XA,17.93
FR 593-E3D2,20.15
FR 593-E3D2K21,20.84
FR 593-E3D2M2,19.95
FR 593-E3D2XM2,20.53
FR 593-E3D5,18.02
FR 593-E3D5M1,17.82
FR 593-E3DXK21,18.97
FR 593-E3K70,22.31
FR 593-E3M2,16.35
FR 593-E3XA,17.13
FR 593-E3XK70,22.89
FR 593-K21,16.89
FR 593-K70,21.96
FR 593-M1,16
FR 593-M2,16
FR 593-M2T6,16.42
FR 593-X,16.78
FR 593-XA,16.78
FR 593-XM2,16.58
FR 596,18.62
FR 596-K21,19.31
FR 596-K70,24.38
FR 596-L5,18.62
FR 596-L9,18.86
FR 596-L9M2,18.66
FR 596-M1,18.42
FR 596-M2,18.42
FR 596-XA,21.6
FR 596-XK21,22.29
FR 596-XM1,21.4
FR 596-XM2,21.4
FR 5A1,8.72
FR 5A1-A,8.72
FR 5A1-K21,9.41
FR 5A1-K25,9.47
FR 5A1-K70,14.48
FR 5A1-M1,8.52
FR 5A1-M1K24,9.2
FR 5A1-M2,8.52
FR 5A1-M2K300,8.9
FR 5A1-T6,9.14
FR 5A1-X,8.94
FR 5A1-XA,8.94
FR 5A1-XK21,9.63
FR 5A1-XM2,8.74
FR 5A2,9.59
FR 5A2-K21,10.28
FR 5A2-K70,15.35
FR 5A2-M1,9.39
FR 5A2-M2,9.39
FR 5A2-M2K13,9.91
FR 5A2-M2K13T6,10.33
FR 5A2-M2K23,10.08
FR 5A2-M2R23,9.97
FR 5A2-T6,10.01
FR 5A2-X,10.46
FR 5A2-XK21,11.15
FR 5A3,8.47
FR 5A3-K25,9.22
FR 5A3-M2,8.27
FR 5A3-M2T6,8.69
FR 5A4,9.41
FR 5A4-K25,10.16
FR 5A4-K70,15.17
FR 5A4-M1,9.21
FR 5A4-M2,9.21
FR 5A4-M2R28,9.8
FR 5A4-XM2R28,10.25
FR 5A5,9.59
FR 5A5-K70,15.35
FR 5A5-M2,9.39
FR 5A5-M2R23T6,10.65
FR 5A7,10
FR 5A7-A,10
FR 5A7-K25,10.75
FR 5A7-M2,9.8
FR 5A7-M3,10.14
FR 5C1,16.9
FR 5C1-M1,16.7
FR 5C1-M2,16.7
FR 5C2,16.9
FR 5C2-M1,16.7
FR 5C2-M2,16.7
FR 5C3,16.9
FR 5C3-M1,16.7
FR 5C3-M2,16.7
FR 5C4,16.9
FR 5C4-M2,16.7
FR 5C5,16.9
FR 5C5-M2,16.7
FR 5F1,10.84
FR 5F1-M1,10.64
FR 5F1-M2,10.64
FR 601,8.15
FR 601-A,8.15
FR 601-K21,8.84
FR 601-K60,17.61
FR 601-K70,13.91
FR 601-M1,7.95
FR 601-M2,7.95
FR 601-M2V9,8.2
FR 601-V9,8.4
FR 601-W3,10.32
FR 601-W3A,10.32
FR 601-W3K11,10.84
FR 601-W3K15,10.9
